order_id,date,year,month_num,month_name,category,product,region,channel,quantity,unit_price,revenue,cost,profit
2759,2024-02-07,2024,2,Feb 2024,Home & Garden,LED Lamp,Central,Online,2,38,76,36,40
2760,2024-02-07,2024,2,Feb 2024,Home & Garden,Plant Pot,Central,In-Store,4,31,124,61,63
2761,2024-02-08,2024,2,Feb 2024,Home & Garden,Pillow Set,Central,In-Store,2,40,80,39,41
2762,2024-02-08,2024,2,Feb 2024,Electronics,Laptop,East,Online,2,621,1242,527,715
2763,2024-02-08,2024,2,Feb 2024,Electronics,Laptop,East,Online,4,442,1768,1043,725
2764,2024-02-08,2024,2,Feb 2024,Food & Beverage,Green Tea,North,Online,5,16,80,39,41
2765,2024-02-08,2024,2,Feb 2024,Home & Garden,LED Lamp,North,Mobile App,4,63,252,156,96
2766,2024-02-08,2024,2,Feb 2024,Sports,Running Shoes,West,Online,1,43,43,27,16
2767,2024-02-08,2024,2,Feb 2024,Clothing,Sneakers,East,In-Store,1,60,60,24,36
2768,2024-02-09,2024,2,Feb 2024,Food & Beverage,Energy Drink,North,Online,2,14,28,18,10
2769,2024-02-09,2024,2,Feb 2024,Electronics,Tablet,East,Online,4,532,2128,1228,900
2770,2024-02-09,2024,2,Feb 2024,Food & Beverage,Smoothie,West,In-Store,4,12,48,25,23
2771,2024-02-09,2024,2,Feb 2024,Food & Beverage,Protein Bar,North,In-Store,4,18,72,35,37
2772,2024-02-09,2024,2,Feb 2024,Food & Beverage,Protein Bar,North,In-Store,5,14,70,37,33
2773,2024-02-09,2024,2,Feb 2024,Food & Beverage,Smoothie,North,In-Store,3,20,60,28,32
2774,2024-02-09,2024,2,Feb 2024,Clothing,T-Shirt,North,In-Store,3,78,234,130,104
2775,2024-02-10,2024,2,Feb 2024,Home & Garden,Wall Clock,South,Online,3,53,159,67,92
2776,2024-02-10,2024,2,Feb 2024,Sports,Water Bottle,East,Online,5,34,170,94,76
2777,2024-02-10,2024,2,Feb 2024,Food & Beverage,Coffee Beans,East,Online,4,13,52,24,28
2778,2024-02-10,2024,2,Feb 2024,Food & Beverage,Green Tea,East,Online,3,19,57,23,34
2779,2024-02-10,2024,2,Feb 2024,Food & Beverage,Green Tea,West,Mobile App,4,16,64,34,30
2780,2024-02-10,2024,2,Feb 2024,Home & Garden,LED Lamp,South,In-Store,2,39,78,42,36
2781,2024-02-10,2024,2,Feb 2024,Electronics,Monitor,East,Online,3,428,1284,650,634
2782,2024-02-11,2024,2,Feb 2024,Electronics,Smartphone,East,Mobile App,2,416,832,347,485
2783,2024-02-11,2024,2,Feb 2024,Clothing,Jacket,North,Mobile App,5,79,395,246,149
2784,2024-02-11,2024,2,Feb 2024,Electronics,Laptop,North,Online,1,441,441,243,198
2785,2024-02-11,2024,2,Feb 2024,Food & Beverage,Protein Bar,North,Mobile App,5,16,80,34,46
2786,2024-02-11,2024,2,Feb 2024,Food & Beverage,Energy Drink,East,Online,5,15,75,39,36
2787,2024-02-11,2024,2,Feb 2024,Food & Beverage,Energy Drink,North,Mobile App,5,17,85,44,41
2788,2024-02-11,2024,2,Feb 2024,Clothing,T-Shirt,East,Online,3,84,252,104,148
2789,2024-02-12,2024,2,Feb 2024,Food & Beverage,Green Tea,West,In-Store,2,20,40,22,18
2790,2024-02-12,2024,2,Feb 2024,Electronics,Tablet,West,Online,3,530,1590,957,633
2791,2024-02-12,2024,2,Feb 2024,Home & Garden,Wall Clock,Central,Mobile App,1,32,32,18,14
2792,2024-02-12,2024,2,Feb 2024,Home & Garden,Rug,South,Online,5,46,230,103,127
2793,2024-02-12,2024,2,Feb 2024,Sports,Dumbbells,North,Online,4,41,164,100,64
2794,2024-02-12,2024,2,Feb 2024,Electronics,Headphones,North,In-Store,1,573,573,278,295
2795,2024-02-13,2024,2,Feb 2024,Food & Beverage,Protein Bar,South,In-Store,2,18,36,22,14
2796,2024-02-13,2024,2,Feb 2024,Home & Garden,Pillow Set,South,In-Store,1,37,37,15,22
2797,2024-02-13,2024,2,Feb 2024,Electronics,Tablet,Central,In-Store,3,608,1824,951,873
2798,2024-02-13,2024,2,Feb 2024,Home & Garden,Rug,South,In-Store,4,38,152,83,69
2799,2024-02-13,2024,2,Feb 2024,Food & Beverage,Protein Bar,East,Online,3,19,57,26,31
2800,2024-02-13,2024,2,Feb 2024,Home & Garden,Wall Clock,North,Online,5,43,215,127,88
2801,2024-02-13,2024,2,Feb 2024,Sports,Running Shoes,South,Online,5,44,220,122,98
2802,2024-02-14,2024,2,Feb 2024,Sports,Dumbbells,East,Mobile App,1,25,25,10,15
2803,2024-02-14,2024,2,Feb 2024,Home & Garden,LED Lamp,South,Online,5,46,230,126,104
2804,2024-02-14,2024,2,Feb 2024,Electronics,Tablet,East,Online,5,632,3160,1652,1508
2805,2024-02-14,2024,2,Feb 2024,Electronics,Smartphone,West,In-Store,2,440,880,395,485
2806,2024-02-14,2024,2,Feb 2024,Electronics,Monitor,East,Online,2,668,1336,866,470
2807,2024-02-14,2024,2,Feb 2024,Home & Garden,Rug,Central,Online,3,54,162,101,61
2808,2024-02-14,2024,2,Feb 2024,Electronics,Tablet,East,In-Store,3,585,1755,830,925
2809,2024-02-15,2024,2,Feb 2024,Food & Beverage,Green Tea,South,Online,2,14,28,14,14
2810,2024-02-15,2024,2,Feb 2024,Sports,Water Bottle,West,In-Store,1,38,38,18,20
2811,2024-02-15,2024,2,Feb 2024,Food & Beverage,Smoothie,West,Online,2,17,34,20,14
2812,2024-02-15,2024,2,Feb 2024,Electronics,Laptop,East,Online,3,538,1614,1020,594
2813,2024-02-15,2024,2,Feb 2024,Food & Beverage,Coffee Beans,South,Mobile App,4,18,72,35,37
2814,2024-02-15,2024,2,Feb 2024,Electronics,Smartphone,West,Online,5,523,2615,1572,1043
2815,2024-02-15,2024,2,Feb 2024,Home & Garden,LED Lamp,East,Online,4,38,152,79,73
2816,2024-02-16,2024,2,Feb 2024,Food & Beverage,Coffee Beans,East,Mobile App,4,13,52,25,27
2817,2024-02-16,2024,2,Feb 2024,Home & Garden,Rug,East,Online,5,31,155,98,57
2818,2024-02-16,2024,2,Feb 2024,Home & Garden,LED Lamp,West,Online,2,42,84,44,40
2819,2024-02-16,2024,2,Feb 2024,Clothing,Sneakers,North,Online,1,77,77,39,38
2820,2024-02-16,2024,2,Feb 2024,Electronics,Tablet,South,In-Store,4,667,2668,1515,1153
2821,2024-02-16,2024,2,Feb 2024,Sports,Jump Rope,Central,Online,1,30,30,13,17
2822,2024-02-16,2024,2,Feb 2024,Electronics,Smartphone,Central,In-Store,3,733,2199,1058,1141
2823,2024-02-17,2024,2,Feb 2024,Sports,Water Bottle,South,Online,4,38,152,96,56
2824,2024-02-17,2024,2,Feb 2024,Electronics,Smartphone,North,Online,3,716,2148,1223,925
2825,2024-02-17,2024,2,Feb 2024,Home & Garden,LED Lamp,South,In-Store,2,56,112,67,45
2826,2024-02-17,2024,2,Feb 2024,Food & Beverage,Energy Drink,East,Online,4,19,76,35,41
2827,2024-02-17,2024,2,Feb 2024,Food & Beverage,Coffee Beans,South,Online,3,11,33,17,16
2828,2024-02-17,2024,2,Feb 2024,Clothing,Sneakers,South,In-Store,3,52,156,100,56
2829,2024-02-17,2024,2,Feb 2024,Sports,Jump Rope,West,Mobile App,2,24,48,23,25
2830,2024-02-18,2024,2,Feb 2024,Sports,Running Shoes,Central,Online,1,44,44,19,25
2831,2024-02-18,2024,2,Feb 2024,Sports,Water Bottle,Central,Online,1,34,34,17,17
2832,2024-02-18,2024,2,Feb 2024,Home & Garden,LED Lamp,East,Online,4,59,236,117,119
2833,2024-02-18,2024,2,Feb 2024,Sports,Dumbbells,East,Mobile App,2,33,66,29,37
2834,2024-02-18,2024,2,Feb 2024,Food & Beverage,Energy Drink,West,Mobile App,4,20,80,49,31
2835,2024-02-18,2024,2,Feb 2024,Home & Garden,Pillow Set,East,Mobile App,1,36,36,23,13
2836,2024-02-18,2024,2,Feb 2024,Electronics,Tablet,North,Online,2,419,838,454,384
2837,2024-02-19,2024,2,Feb 2024,Sports,Running Shoes,West,Online,5,34,170,100,70
2838,2024-02-19,2024,2,Feb 2024,Sports,Running Shoes,West,Online,2,35,70,43,27
2839,2024-02-19,2024,2,Feb 2024,Electronics,Monitor,South,Online,2,489,978,562,416
2840,2024-02-19,2024,2,Feb 2024,Sports,Dumbbells,South,In-Store,5,45,225,92,133
2841,2024-02-19,2024,2,Feb 2024,Electronics,Smartphone,North,Online,3,388,1164,511,653
2842,2024-02-19,2024,2,Feb 2024,Home & Garden,Pillow Set,West,In-Store,3,44,132,55,77
2843,2024-02-20,2024,2,Feb 2024,Food & Beverage,Protein Bar,West,Mobile App,3,20,60,24,36
2844,2024-02-20,2024,2,Feb 2024,Electronics,Laptop,South,Online,1,376,376,179,197
2845,2024-02-20,2024,2,Feb 2024,Clothing,Jacket,Central,In-Store,2,87,174,86,88
2846,2024-02-20,2024,2,Feb 2024,Electronics,Smartphone,Central,Online,5,744,3720,1712,2008
2847,2024-02-20,2024,2,Feb 2024,Sports,Yoga Mat,South,Online,1,26,26,10,16
2848,2024-02-20,2024,2,Feb 2024,Home & Garden,Rug,East,Online,5,41,205,109,96
2849,2024-02-20,2024,2,Feb 2024,Home & Garden,LED Lamp,West,Online,1,44,44,20,24
2850,2024-02-21,2024,2,Feb 2024,Electronics,Laptop,North,Online,1,660,660,395,265
2851,2024-02-21,2024,2,Feb 2024,Food & Beverage,Energy Drink,Central,In-Store,1,17,17,6,11
2852,2024-02-21,2024,2,Feb 2024,Clothing,Sneakers,East,In-Store,5,72,360,219,141
2853,2024-02-21,2024,2,Feb 2024,Home & Garden,Plant Pot,West,Online,4,58,232,148,84
2854,2024-02-21,2024,2,Feb 2024,Sports,Running Shoes,East,Mobile App,1,27,27,15,12
2855,2024-02-21,2024,2,Feb 2024,Sports,Running Shoes,West,Mobile App,3,47,141,82,59
2856,2024-02-21,2024,2,Feb 2024,Food & Beverage,Protein Bar,West,In-Store,2,18,36,22,14
2857,2024-02-22,2024,2,Feb 2024,Home & Garden,Wall Clock,South,Online,4,52,208,94,114
2858,2024-02-22,2024,2,Feb 2024,Electronics,Headphones,South,Online,4,705,2820,1829,991
2859,2024-02-22,2024,2,Feb 2024,Sports,Running Shoes,North,In-Store,5,44,220,130,90
2860,2024-02-22,2024,2,Feb 2024,Food & Beverage,Energy Drink,North,Mobile App,4,12,48,27,21
2861,2024-02-22,2024,2,Feb 2024,Home & Garden,Rug,East,Online,5,46,230,112,118
2862,2024-02-22,2024,2,Feb 2024,Home & Garden,Pillow Set,South,In-Store,5,49,245,131,114
2863,2024-02-22,2024,2,Feb 2024,Home & Garden,Plant Pot,West,Online,3,33,99,55,44
2864,2024-02-23,2024,2,Feb 2024,Home & Garden,LED Lamp,South,In-Store,1,65,65,36,29
2865,2024-02-23,2024,2,Feb 2024,Home & Garden,Pillow Set,West,Online,4,36,144,82,62
2866,2024-02-23,2024,2,Feb 2024,Sports,Running Shoes,South,In-Store,1,44,44,18,26
2867,2024-02-23,2024,2,Feb 2024,Food & Beverage,Smoothie,West,In-Store,1,16,16,7,9
2868,2024-02-23,2024,2,Feb 2024,Home & Garden,Plant Pot,East,Online,1,32,32,16,16
2869,2024-02-23,2024,2,Feb 2024,Clothing,Jeans,South,Online,5,86,430,200,230
2870,2024-02-23,2024,2,Feb 2024,Clothing,Jacket,Central,Mobile App,1,82,82,36,46
2871,2024-02-24,2024,2,Feb 2024,Food & Beverage,Protein Bar,Central,In-Store,4,16,64,27,37
2872,2024-02-24,2024,2,Feb 2024,Electronics,Tablet,West,In-Store,5,441,2205,1083,1122
2873,2024-02-24,2024,2,Feb 2024,Electronics,Headphones,East,In-Store,4,398,1592,833,759
2874,2024-02-24,2024,2,Feb 2024,Electronics,Headphones,West,Mobile App,5,495,2475,1028,1447
2875,2024-02-24,2024,2,Feb 2024,Clothing,Sneakers,East,Online,2,54,108,68,40
2876,2024-02-24,2024,2,Feb 2024,Electronics,Monitor,North,Mobile App,2,552,1104,652,452
2877,2024-02-24,2024,2,Feb 2024,Sports,Running Shoes,South,Online,2,51,102,59,43
2878,2024-02-25,2024,2,Feb 2024,Home & Garden,LED Lamp,East,Online,2,52,104,46,58
2879,2024-02-25,2024,2,Feb 2024,Clothing,T-Shirt,West,In-Store,5,84,420,231,189
2880,2024-02-25,2024,2,Feb 2024,Food & Beverage,Protein Bar,North,Mobile App,1,18,18,9,9
2881,2024-02-25,2024,2,Feb 2024,Food & Beverage,Smoothie,West,Online,3,16,48,30,18
2882,2024-02-25,2024,2,Feb 2024,Home & Garden,Plant Pot,Central,Online,3,62,186,109,77
2883,2024-02-25,2024,2,Feb 2024,Clothing,Jeans,Central,In-Store,2,64,128,69,59
2884,2024-02-26,2024,2,Feb 2024,Electronics,Smartphone,South,Online,1,697,697,427,270
2885,2024-02-26,2024,2,Feb 2024,Electronics,Tablet,South,Mobile App,4,466,1864,817,1047
2886,2024-02-26,2024,2,Feb 2024,Sports,Jump Rope,North,In-Store,1,28,28,11,17
2887,2024-02-26,2024,2,Feb 2024,Sports,Water Bottle,Central,Mobile App,4,48,192,109,83
2888,2024-02-26,2024,2,Feb 2024,Electronics,Laptop,East,Online,3,584,1752,743,1009
2889,2024-02-26,2024,2,Feb 2024,Food & Beverage,Energy Drink,Central,Online,1,21,21,9,12
2890,2024-02-26,2024,2,Feb 2024,Food & Beverage,Smoothie,South,In-Store,1,21,21,12,9
2891,2024-02-27,2024,2,Feb 2024,Sports,Running Shoes,West,Online,3,26,78,36,42
2892,2024-02-27,2024,2,Feb 2024,Home & Garden,Pillow Set,North,In-Store,1,49,49,27,22
2893,2024-02-27,2024,2,Feb 2024,Electronics,Laptop,Central,Online,4,499,1996,1256,740
2894,2024-02-27,2024,2,Feb 2024,Sports,Running Shoes,East,Online,1,42,42,20,22
2895,2024-02-27,2024,2,Feb 2024,Sports,Water Bottle,East,Mobile App,4,46,184,83,101
2896,2024-02-27,2024,2,Feb 2024,Electronics,Laptop,East,In-Store,2,462,924,394,530
2897,2024-02-27,2024,2,Feb 2024,Electronics,Monitor,North,Online,1,572,572,247,325
2898,2024-02-28,2024,2,Feb 2024,Food & Beverage,Coffee Beans,East,Mobile App,4,19,76,31,45
2899,2024-02-28,2024,2,Feb 2024,Home & Garden,Plant Pot,East,In-Store,3,36,108,45,63
2900,2024-02-28,2024,2,Feb 2024,Home & Garden,LED Lamp,Central,In-Store,2,60,120,60,60
2901,2024-02-28,2024,2,Feb 2024,Electronics,Smartphone,North,Online,1,592,592,284,308
2902,2024-02-28,2024,2,Feb 2024,Clothing,T-Shirt,West,Online,4,87,348,200,148
2903,2024-02-28,2024,2,Feb 2024,Sports,Running Shoes,West,Mobile App,1,34,34,20,14
2904,2024-02-28,2024,2,Feb 2024,Sports,Dumbbells,East,Online,4,27,108,64,44
2905,2024-02-29,2024,2,Feb 2024,Electronics,Monitor,South,Online,1,552,552,294,258
2906,2024-02-29,2024,2,Feb 2024,Clothing,Sneakers,North,Online,2,46,92,39,53
2907,2024-02-29,2024,2,Feb 2024,Food & Beverage,Protein Bar,South,Online,2,22,44,25,19
2908,2024-02-29,2024,2,Feb 2024,Electronics,Laptop,North,In-Store,1,365,365,179,186
2909,2024-02-29,2024,2,Feb 2024,Electronics,Headphones,North,Online,1,651,651,274,377
2910,2024-02-29,2024,2,Feb 2024,Sports,Water Bottle,Central,Online,5,39,195,119,76
2911,2024-02-29,2024,2,Feb 2024,Electronics,Smartphone,East,Mobile App,1,497,497,240,257
2912,2024-03-01,2024,3,Mar 2024,Electronics,Headphones,Central,In-Store,1,376,376,170,206
2913,2024-03-01,2024,3,Mar 2024,Electronics,Headphones,South,Online,2,598,1196,738,458
2914,2024-03-01,2024,3,Mar 2024,Sports,Running Shoes,South,In-Store,1,40,40,25,15
2915,2024-03-01,2024,3,Mar 2024,Food & Beverage,Coffee Beans,West,Online,3,13,39,18,21
2916,2024-03-01,2024,3,Mar 2024,Food & Beverage,Smoothie,Central,Online,1,21,21,10,11
2917,2024-03-01,2024,3,Mar 2024,Electronics,Headphones,Central,In-Store,5,471,2355,1283,1072
2918,2024-03-01,2024,3,Mar 2024,Sports,Water Bottle,Central,In-Store,4,37,148,86,62
2919,2024-03-02,2024,3,Mar 2024,Food & Beverage,Protein Bar,West,Mobile App,2,17,34,14,20
2920,2024-03-02,2024,3,Mar 2024,Food & Beverage,Energy Drink,Central,In-Store,3,11,33,18,15
2921,2024-03-02,2024,3,Mar 2024,Food & Beverage,Coffee Beans,Central,Mobile App,4,21,84,53,31
2922,2024-03-02,2024,3,Mar 2024,Sports,Yoga Mat,Central,Mobile App,3,34,102,47,55
2923,2024-03-02,2024,3,Mar 2024,Sports,Water Bottle,Central,In-Store,2,26,52,32,20
2924,2024-03-02,2024,3,Mar 2024,Electronics,Monitor,South,Mobile App,5,504,2520,1606,914
2925,2024-03-02,2024,3,Mar 2024,Home & Garden,Plant Pot,East,In-Store,2,53,106,49,57
2926,2024-03-03,2024,3,Mar 2024,Food & Beverage,Coffee Beans,South,Online,3,16,48,28,20
2927,2024-03-03,2024,3,Mar 2024,Home & Garden,Wall Clock,Central,Online,3,56,168,77,91
2928,2024-03-03,2024,3,Mar 2024,Sports,Yoga Mat,North,Online,2,26,52,30,22
2929,2024-03-03,2024,3,Mar 2024,Sports,Jump Rope,North,Mobile App,1,32,32,19,13
2930,2024-03-03,2024,3,Mar 2024,Sports,Jump Rope,West,In-Store,2,47,94,43,51
2931,2024-03-03,2024,3,Mar 2024,Home & Garden,Rug,South,In-Store,5,34,170,98,72
2932,2024-03-04,2024,3,Mar 2024,Sports,Dumbbells,West,Online,2,48,96,57,39
2933,2024-03-04,2024,3,Mar 2024,Electronics,Monitor,West,Online,4,386,1544,756,788
2934,2024-03-04,2024,3,Mar 2024,Sports,Jump Rope,North,Online,1,47,47,20,27
2935,2024-03-04,2024,3,Mar 2024,Clothing,Jeans,South,Mobile App,4,59,236,99,137
2936,2024-03-04,2024,3,Mar 2024,Home & Garden,Pillow Set,East,Mobile App,2,53,106,57,49
2937,2024-03-04,2024,3,Mar 2024,Clothing,T-Shirt,South,In-Store,1,49,49,31,18
2938,2024-03-04,2024,3,Mar 2024,Sports,Jump Rope,West,Online,4,26,104,62,42
2939,2024-03-05,2024,3,Mar 2024,Electronics,Laptop,Central,Online,4,436,1744,887,857
2940,2024-03-05,2024,3,Mar 2024,Food & Beverage,Energy Drink,West,Online,1,12,12,6,6
2941,2024-03-05,2024,3,Mar 2024,Sports,Yoga Mat,South,Online,1,33,33,15,18
2942,2024-03-05,2024,3,Mar 2024,Electronics,Smartphone,North,Mobile App,3,555,1665,733,932
2943,2024-03-05,2024,3,Mar 2024,Home & Garden,Plant Pot,South,Online,1,52,52,27,25
2944,2024-03-05,2024,3,Mar 2024,Clothing,T-Shirt,East,In-Store,2,79,158,81,77
2945,2024-03-05,2024,3,Mar 2024,Clothing,T-Shirt,Central,In-Store,5,73,365,193,172
2946,2024-03-06,2024,3,Mar 2024,Clothing,Jacket,Central,Online,3,71,213,135,78
2947,2024-03-06,2024,3,Mar 2024,Home & Garden,Pillow Set,West,Online,1,46,46,25,21
2948,2024-03-06,2024,3,Mar 2024,Electronics,Tablet,South,Mobile App,5,539,2695,1486,1209
2949,2024-03-06,2024,3,Mar 2024,Home & Garden,LED Lamp,North,Online,3,46,138,59,79
2950,2024-03-06,2024,3,Mar 2024,Clothing,T-Shirt,East,In-Store,2,82,164,106,58
2951,2024-03-06,2024,3,Mar 2024,Sports,Yoga Mat,West,Online,5,30,150,88,62
2952,2024-03-06,2024,3,Mar 2024,Food & Beverage,Coffee Beans,South,Mobile App,1,10,10,6,4
2953,2024-03-07,2024,3,Mar 2024,Home & Garden,Plant Pot,North,Online,1,54,54,27,27
2954,2024-03-07,2024,3,Mar 2024,Home & Garden,Pillow Set,South,In-Store,2,38,76,39,37
2955,2024-03-07,2024,3,Mar 2024,Electronics,Tablet,North,In-Store,3,706,2118,1123,995
2956,2024-03-07,2024,3,Mar 2024,Electronics,Monitor,South,Online,5,693,3465,1554,1911
2957,2024-03-07,2024,3,Mar 2024,Home & Garden,LED Lamp,South,Online,2,34,68,38,30
2958,2024-03-07,2024,3,Mar 2024,Clothing,T-Shirt,West,Mobile App,3,47,141,88,53
2959,2024-03-07,2024,3,Mar 2024,Food & Beverage,Energy Drink,South,Online,4,16,64,28,36
2960,2024-03-08,2024,3,Mar 2024,Electronics,Monitor,South,In-Store,4,593,2372,999,1373
2961,2024-03-08,2024,3,Mar 2024,Clothing,Sneakers,West,In-Store,3,55,165,96,69
2962,2024-03-08,2024,3,Mar 2024,Sports,Running Shoes,West,Online,1,44,44,20,24
2963,2024-03-08,2024,3,Mar 2024,Electronics,Monitor,Central,Online,1,587,587,326,261
2964,2024-03-08,2024,3,Mar 2024,Clothing,Sneakers,Central,Online,4,57,228,130,98
2965,2024-03-08,2024,3,Mar 2024,Clothing,Jacket,West,In-Store,1,43,43,20,23
2966,2024-03-08,2024,3,Mar 2024,Food & Beverage,Energy Drink,East,In-Store,1,19,19,11,8
2967,2024-03-09,2024,3,Mar 2024,Food & Beverage,Energy Drink,North,Mobile App,3,13,39,20,19
2968,2024-03-09,2024,3,Mar 2024,Sports,Jump Rope,West,In-Store,3,47,141,87,54
2969,2024-03-09,2024,3,Mar 2024,Clothing,Jacket,Central,Mobile App,1,62,62,36,26
2970,2024-03-09,2024,3,Mar 2024,Clothing,T-Shirt,South,Online,3,69,207,127,80
2971,2024-03-09,2024,3,Mar 2024,Food & Beverage,Protein Bar,West,In-Store,5,20,100,40,60
2972,2024-03-09,2024,3,Mar 2024,Electronics,Monitor,West,Online,4,695,2780,1281,1499
2973,2024-03-09,2024,3,Mar 2024,Electronics,Headphones,Central,Online,5,498,2490,1052,1438
2974,2024-03-10,2024,3,Mar 2024,Home & Garden,Wall Clock,Central,In-Store,5,39,195,99,96
2975,2024-03-10,2024,3,Mar 2024,Food & Beverage,Green Tea,East,In-Store,1,19,19,11,8
2976,2024-03-10,2024,3,Mar 2024,Home & Garden,LED Lamp,Central,Online,1,47,47,24,23
2977,2024-03-10,2024,3,Mar 2024,Food & Beverage,Protein Bar,Central,In-Store,5,12,60,36,24
2978,2024-03-10,2024,3,Mar 2024,Sports,Yoga Mat,Central,Online,5,49,245,118,127
2979,2024-03-10,2024,3,Mar 2024,Clothing,T-Shirt,South,Mobile App,2,51,102,49,53
2980,2024-03-11,2024,3,Mar 2024,Sports,Dumbbells,West,Online,2,25,50,31,19
2981,2024-03-11,2024,3,Mar 2024,Food & Beverage,Smoothie,West,Online,4,10,40,20,20
2982,2024-03-11,2024,3,Mar 2024,Clothing,Dress,Central,In-Store,5,71,355,212,143
2983,2024-03-11,2024,3,Mar 2024,Electronics,Tablet,East,In-Store,3,614,1842,845,997
2984,2024-03-11,2024,3,Mar 2024,Electronics,Laptop,Central,In-Store,2,474,948,604,344
2985,2024-03-11,2024,3,Mar 2024,Home & Garden,Wall Clock,East,In-Store,1,43,43,23,20
2986,2024-03-11,2024,3,Mar 2024,Food & Beverage,Coffee Beans,West,Mobile App,5,14,70,41,29
2987,2024-03-12,2024,3,Mar 2024,Food & Beverage,Protein Bar,East,In-Store,3,18,54,22,32
2988,2024-03-12,2024,3,Mar 2024,Electronics,Monitor,East,In-Store,3,373,1119,585,534
2989,2024-03-12,2024,3,Mar 2024,Sports,Jump Rope,North,In-Store,3,50,150,93,57
2990,2024-03-12,2024,3,Mar 2024,Clothing,Jeans,East,Mobile App,1,52,52,32,20
2991,2024-03-12,2024,3,Mar 2024,Sports,Water Bottle,East,Online,2,52,104,42,62
2992,2024-03-12,2024,3,Mar 2024,Sports,Water Bottle,South,In-Store,3,29,87,41,46
2993,2024-03-12,2024,3,Mar 2024,Electronics,Headphones,West,In-Store,2,658,1316,672,644
2994,2024-03-13,2024,3,Mar 2024,Electronics,Laptop,Central,Online,4,439,1756,778,978
2995,2024-03-13,2024,3,Mar 2024,Electronics,Tablet,North,In-Store,1,382,382,222,160
2996,2024-03-13,2024,3,Mar 2024,Home & Garden,LED Lamp,East,Online,2,62,124,55,69
2997,2024-03-13,2024,3,Mar 2024,Sports,Water Bottle,South,Online,2,48,96,46,50
2998,2024-03-13,2024,3,Mar 2024,Food & Beverage,Smoothie,South,Mobile App,3,15,45,25,20
2999,2024-03-13,2024,3,Mar 2024,Clothing,T-Shirt,Central,Online,3,75,225,117,108
3000,2024-03-13,2024,3,Mar 2024,Home & Garden,Pillow Set,Central,In-Store,1,51,51,29,22
3001,2024-03-14,2024,3,Mar 2024,Food & Beverage,Coffee Beans,West,Online,2,20,40,25,15
3002,2024-03-14,2024,3,Mar 2024,Sports,Jump Rope,East,In-Store,5,33,165,70,95
3003,2024-03-14,2024,3,Mar 2024,Electronics,Monitor,South,Online,3,559,1677,968,709
3004,2024-03-14,2024,3,Mar 2024,Sports,Jump Rope,North,Online,3,38,114,52,62
3005,2024-03-14,2024,3,Mar 2024,Clothing,Dress,West,Mobile App,4,58,232,116,116
3006,2024-03-14,2024,3,Mar 2024,Home & Garden,LED Lamp,East,Online,1,63,63,25,38
3007,2024-03-14,2024,3,Mar 2024,Home & Garden,Pillow Set,Central,Online,2,37,74,32,42
3008,2024-03-15,2024,3,Mar 2024,Clothing,Dress,East,Online,2,49,98,47,51
3009,2024-03-15,2024,3,Mar 2024,Food & Beverage,Smoothie,Central,Online,2,17,34,16,18
3010,2024-03-15,2024,3,Mar 2024,Food & Beverage,Energy Drink,East,Online,3,18,54,33,21
3011,2024-03-15,2024,3,Mar 2024,Home & Garden,Pillow Set,North,Online,1,38,38,22,16
3012,2024-03-15,2024,3,Mar 2024,Home & Garden,Plant Pot,West,In-Store,2,45,90,57,33
3013,2024-03-15,2024,3,Mar 2024,Electronics,Headphones,Central,Mobile App,5,728,3640,2001,1639
3014,2024-03-15,2024,3,Mar 2024,Food & Beverage,Green Tea,North,In-Store,4,13,52,23,29
3015,2024-03-16,2024,3,Mar 2024,Clothing,Jacket,South,In-Store,4,74,296,142,154
3016,2024-03-16,2024,3,Mar 2024,Food & Beverage,Smoothie,North,Online,2,19,38,18,20
3017,2024-03-16,2024,3,Mar 2024,Electronics,Monitor,North,Mobile App,3,529,1587,764,823
3018,2024-03-16,2024,3,Mar 2024,Home & Garden,LED Lamp,North,Online,4,65,260,147,113
3019,2024-03-16,2024,3,Mar 2024,Home & Garden,Plant Pot,Central,Mobile App,4,58,232,123,109
3020,2024-03-16,2024,3,Mar 2024,Electronics,Tablet,South,Online,4,533,2132,1058,1074
3021,2024-03-17,2024,3,Mar 2024,Clothing,Jacket,West,Mobile App,4,69,276,120,156
3022,2024-03-17,2024,3,Mar 2024,Home & Garden,Plant Pot,North,In-Store,2,56,112,45,67
3023,2024-03-17,2024,3,Mar 2024,Sports,Yoga Mat,Central,Online,1,41,41,18,23
3024,2024-03-17,2024,3,Mar 2024,Home & Garden,LED Lamp,Central,Mobile App,1,63,63,26,37
3025,2024-03-17,2024,3,Mar 2024,Sports,Water Bottle,West,Online,3,34,102,60,42
3026,2024-03-17,2024,3,Mar 2024,Electronics,Headphones,East,In-Store,5,469,2345,1003,1342
3027,2024-03-17,2024,3,Mar 2024,Electronics,Tablet,South,Mobile App,1,435,435,252,183
3028,2024-03-18,2024,3,Mar 2024,Home & Garden,LED Lamp,South,Online,5,32,160,79,81
3029,2024-03-18,2024,3,Mar 2024,Food & Beverage,Smoothie,North,Online,1,11,11,4,7
3030,2024-03-18,2024,3,Mar 2024,Sports,Yoga Mat,East,In-Store,1,48,48,28,20
3031,2024-03-18,2024,3,Mar 2024,Clothing,Jacket,South,In-Store,3,74,222,120,102
3032,2024-03-18,2024,3,Mar 2024,Home & Garden,Rug,North,Mobile App,4,55,220,100,120
